time,area,temperature,thermal_sensitivity,non_thermal_sensitive_consumption,thermal_sensitive_consumption,total_consumption_per_million_ev
2020-01-01 00:00:00,ES,4.592,13.333333333333334,400,138.77333333333337,538.7733333333333
2020-01-01 00:00:00,FR,4.462,13.333333333333334,400,140.5066666666667,540.5066666666667
2020-01-01 01:00:00,ES,4.354,9.333333333333334,360,99.36266666666668,459.36266666666666
2020-01-01 01:00:00,FR,4.462,9.333333333333334,360,98.35466666666667,458.3546666666667
2020-01-01 02:00:00,ES,4.173,7.333333333333333,240,79.398,319.398
2020-01-01 02:00:00,FR,4.457,7.333333333333333,240,77.31533333333333,317.31533333333334
2040-05-05 12:00:00,ES,25.0,2.0,80,0.0,80.0
2040-05-05 12:00:00,FR,20.0,2.0,80,0.0,80.0
2040-05-05 13:00:00,ES,27.0,3.3333333333333335,100,0.0,100.0
2040-05-05 13:00:00,FR,21.0,3.3333333333333335,100,0.0,100.0
2040-05-05 14:00:00,ES,28.0,4.666666666666667,110,0.0,110.0
2040-05-05 14:00:00,FR,22.0,4.666666666666667,110,0.0,110.0
